DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
013.54,"tb abscess, spinal cord, culture dx","tuberculous abscess of spinal cord; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
013.55,"tb abscess, spinal cord, hstlgc dx","tuberculous abscess of spinal cord; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
013.56,"tb abscess, spinal cord, oth cnfirm","tuberculous abscess of spinal cord; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
013.6,tuberculous encephalitis/myelitis,tuberculous encephalitis or myelitis
013.60,"tb encephalitis/myelitis, unspc",tuberculous encephalitis or myelitis; unspecified examination
013.61,"tb encph/myelitis, no lab exam",tuberculous encephalitis or myelitis; bacteriological or histological examination not done
013.62,"tb encph/myelitis, lab exam unknown",tuberculous encephalitis or myelitis; bacteriological or histological examination results unknown (at present)
013.63,"tb encph/myelitis, microscopy dx",tuberculous encephalitis or myelitis; tubercle bacilli found (in sputum) by microscopy
013.64,"tb encph/myelitis, culture dx","tuberculous encephalitis or myelitis; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
013.65,"tb encph/myelitis, histologic dx","tuberculous encephalitis or myelitis; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
013.66,"tb encph/myelitis, other cnfirm","tuberculous encephalitis or myelitis; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
013.8,"tuberculosis of cns, other spec",other specified tuberculosis of central nervous system
013.80,"tb cns nec, unspecified",other specified tuberculosis of central nervous system; unspecified examination
013.81,"tb cns nec, no lab exam",other specified tuberculosis of central nervous system; bacteriological or histological examination not done
013.82,"tb cns nec, lab exam unknown",other specified tuberculosis of central nervous system; bacteriological or histological examination results unknown (at present)
013.83,"tb cns nec, microscopy dx",other specified tuberculosis of central nervous system; tubercle bacilli found (in sputum) by microscopy
013.84,"tb cns nec, culture dx","other specified tuberculosis of central nervous system; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
013.85,"tb cns nec, histologic dx","other specified tuberculosis of central nervous system; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
013.86,"tb cns nec, other confirmation","other specified tuberculosis of central nervous system; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
013.9,"tuberculosis  of cns, unspecified",unspecified tuberculosis of central nervous system
013.90,"tb cns nos, unspecified",unspecified tuberculosis of central nervous system; unspecified examination
013.91,"tb cns nos, no lab exam",unspecified tuberculosis of central nervous system; bacteriological or histological examination not done
013.92,"tb cns nos, lab exam unknown",unspecified tuberculosis of central nervous system; bacteriological or histological examination results unknown (at present)
013.93,"tb cns nos, microscopy dx",unspecified tuberculosis of central nervous system; tubercle bacilli found (in sputum) by microscopy
013.94,"tb cns nos, culture dx","unspecified tuberculosis of central nervous system; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
013.95,"tb cns nos, histologic dx","unspecified tuberculosis of central nervous system; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
013.96,"tb cns nos, other confirmation","unspecified tuberculosis of central nervous system; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
014,"tuberculosis, intest/pertnm/msent","tuberculosis of intestines, peritoneum, and mesenteric glands"
014.0,tuberculous peritonitis,tuberculous peritonitis
014.00,"tb peritonitis, unspecified",tuberculous peritonitis; unspecified examination
014.01,"tb peritonitis, no lab exam",tuberculous peritonitis; bacteriological or histological examination not done
014.02,"tb peritonitis, lab exam unknown",tuberculous peritonitis; bacteriological or histological examination results unknown (at present)
014.03,"tb peritonitis, microscopy dx",tuberculous peritonitis; tubercle bacilli found (in sputum) by microscopy
014.04,"tb peritonitis, culture dx","tuberculous peritonitis; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
014.05,"tb peritonitis, histologic dx","tuberculous peritonitis; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
014.06,"tb peritonitis, other confirmation","tuberculous peritonitis; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
014.8,"tuberculosis, intest/mesentery nec",tuberculosis of intestines and mesenteric glands
014.80,"tb intestines nec, unspecified",tuberculosis of intestines and mesenteric glands; unspecified examination
014.81,"tb intestines nec, no lab exam",tuberculosis of intestines and mesenteric glands; bacteriological or histological examination not done
014.82,"tb intestines nec, lab exam unknown",tuberculosis of intestines and mesenteric glands; bacteriological or histological examination results unknown (at present)
014.83,"tb intestines nec, microscopy dx",tuberculosis of intestines and mesenteric glands; tubercle bacilli found (in sputum) by microscopy
014.84,"tb intestines nec, culture dx","tuberculosis of intestines and mesenteric glands; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
014.85,"tb intestines nec, histologic dx","tuberculosis of intestines and mesenteric glands; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
014.86,"tb intestines nec, other cnfirm","tuberculosis of intestines and mesenteric glands; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
015,tuberculosis of joints and bones,tuberculosis of bones and joints
015.0,tuberculosis of vertebral column,tuberculosis of vertebral column
015.00,"tb vertebra, unspecified",tuberculosis of vertebral column; unspecified examination
015.01,"tb vertebra, no lab exam",tuberculosis of vertebral column; bacteriological or histological examination not done
015.02,"tb vertebra, lab exam unknown",tuberculosis of vertebral column; bacteriological or histological examination results unknown (at present)
015.03,"tb vertebra, microscopy dx",tuberculosis of vertebral column; tubercle bacilli found (in sputum) by microscopy
015.04,"tb vertebra, culture dx","tuberculosis of vertebral column; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
015.05,"tb vertebra, histologic dx","tuberculosis of vertebral column; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
015.06,"tb vertebra, other confirmation","tuberculosis of vertebral column; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
015.1,tuberculosis of hip,tuberculosis of hip
015.10,"tb hip, unspecified",tuberculosis of hip; unspecified examination
015.11,"tb hip, no lab exam",tuberculosis of hip; bacteriological or histological examination not done
015.12,"tb hip, lab exam unknown",tuberculosis of hip; bacteriological or histological examination results unknown (at present)
015.13,"tb hip, microscopy dx",tuberculosis of hip; tubercle bacilli found (in sputum) by microscopy
015.14,"tb hip, culture dx","tuberculosis of hip; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
015.15,"tb hip, histologic dx","tuberculosis of hip; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
015.16,"tb hip, other confirmation","tuberculosis of hip; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
015.2,tuberculosis of knee,tuberculosis of knee
015.20,"tb knee, unspecified",tuberculosis of knee; unspecified examination
015.21,"tb knee, no lab exam",tuberculosis of knee; bacteriological or histological examination not done
015.22,"tb knee, lab exam unknown",tuberculosis of knee; bacteriological or histological examination results unknown (at present)
015.23,"tb knee, microscopy dx",tuberculosis of knee; tubercle bacilli found (in sputum) by microscopy
015.24,"tb knee, culture dx","tuberculosis of knee; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
015.25,"tb knee, histologic dx","tuberculosis of knee; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
015.26,"tb knee, other confirmation","tuberculosis of knee; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
015.5,tuberculosis of limb bones,tuberculosis of limb bones
015.50,"tb limb bones, unspecified",tuberculosis of limb bones; unspecified examination
015.51,"tb limb bones, no lab exam",tuberculosis of limb bones; bacteriological or histological examination not done
015.52,"tb limb bones, lab exam unknown",tuberculosis of limb bones; bacteriological or histological examination results unknown (at present)
015.53,"tb limb bones, microscopy dx",tuberculosis of limb bones; tubercle bacilli found (in sputum) by microscopy
015.54,"tb limb bones, culture dx","tuberculosis of limb bones; tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
015.55,"tb limb bones, histologic dx","tuberculosis of limb bones; tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
015.56,"tb limb bones, other confirmation","tuberculosis of limb bones; tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"
